work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license
Stormforce,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stormforce,,,English Wikipedia category membership,CC BY-SA 4.0
Stormy Crossing,,Southall Studios,Category:Films shot at Southall Studios,,,https://en.wikipedia.org/wiki/Stormy_Crossing,,,English Wikipedia category membership,CC BY-SA 4.0
Straight On till Morning (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Straight_On_till_Morning_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Adventures of Mr. Smith,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/Strange_Adventures_of_Mr._Smith,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Bedfellows (1965 film),1965,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Strange_Bedfellows_%281965_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Boarders,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Strange_Boarders,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Cargo (1936 film),1936,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Strange_Cargo_%281936_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Evidence,,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Strange_Evidence,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Experiment,,Wembley Studios,Category:Films shot at Wembley Studios,,,https://en.wikipedia.org/wiki/Strange_Experiment,,,English Wikipedia category membership,CC BY-SA 4.0
Strange Factories,,Hampshire,Category:Films shot in Hampshire,,,https://en.wikipedia.org/wiki/Strange_Factories,,,English Wikipedia category membership,CC BY-SA 4.0
Stranger Things (film),,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Stranger_Things_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stranger from Venus,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Stranger_from_Venus,,,English Wikipedia category membership,CC BY-SA 4.0
Stranger in Town (1957 film),1957,Southall Studios,Category:Films shot at Southall Studios,,,https://en.wikipedia.org/wiki/Stranger_in_Town_%281957_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stranger in the House (1967 film),1967,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/Stranger_in_the_House_%281967_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strangers on Honeymoon,,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/Strangers_on_Honeymoon,,,English Wikipedia category membership,CC BY-SA 4.0
Strangeways Here We Come (film),,Greater Manchester,Category:Films shot in Greater Manchester,,,https://en.wikipedia.org/wiki/Strangeways_Here_We_Come_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strangeways Here We Come (film),,Lancashire,Category:Films shot in Lancashire,,,https://en.wikipedia.org/wiki/Strangeways_Here_We_Come_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stranglehold (1931 film),1931,Teddington Studios,Category:Films shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Stranglehold_%281931_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stranglehold (1963 film),1963,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Stranglehold_%281963_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stratton (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Stratton_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Straw Dogs (1971 film),1971,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Straw_Dogs_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Straw Dogs (1971 film),1971,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Straw_Dogs_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Straw Dogs (1971 film),1971,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Straw_Dogs_%281971_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strawberry Fields (2011 film),2011,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/Strawberry_Fields_%282011_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strawberry Roan (1945 film),1945,British National Studios,Category:Films shot at British National Studios,,,https://en.wikipedia.org/wiki/Strawberry_Roan_%281945_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Street Corner (1953 film),1953,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Street_Corner_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Street Corner (1953 film),1953,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Street_Corner_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Street Corner (1953 film),1953,"Station Road Studios, Elstree","Category:Films shot at Station Road Studios, Elstree",,,https://en.wikipedia.org/wiki/Street_Corner_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Street Dancer 3D,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Street_Dancer_3D,,,English Wikipedia category membership,CC BY-SA 4.0
Street Song (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Street_Song_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Street of Shadows (1953 film),1953,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Street_of_Shadows_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly Business (1931 film),1931,Welwyn Studios,Category:Films shot at Welwyn Studios,,,https://en.wikipedia.org/wiki/Strictly_Business_%281931_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly Come Dancing,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Strictly_Come_Dancing,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly Come Dancing: It Takes Two,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Strictly_Come_Dancing%3A_It_Takes_Two,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly Confidential (1959 film),1959,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/Strictly_Confidential_%281959_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly Illegal,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Strictly_Illegal,,,English Wikipedia category membership,CC BY-SA 4.0
Strictly for the Birds,,Beaconsfield Studios,Category:Films shot at Beaconsfield Studios,,,https://en.wikipedia.org/wiki/Strictly_for_the_Birds,,,English Wikipedia category membership,CC BY-SA 4.0
Strike It Lucky,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/Strike_It_Lucky,,,English Wikipedia category membership,CC BY-SA 4.0
Strike It Rich (1933 film),1933,Beaconsfield Studios,Category:Films shot at Beaconsfield Studios,,,https://en.wikipedia.org/wiki/Strike_It_Rich_%281933_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strike It Rich (1990 film),1990,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Strike_It_Rich_%281990_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strings (2012 film),2012,Gloucestershire,Category:Films shot in Gloucestershire,,,https://en.wikipedia.org/wiki/Strings_%282012_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Strip Tease Murder,,New Elstree Studios,Category:Films shot at New Elstree Studios,,,https://en.wikipedia.org/wiki/Strip_Tease_Murder,,,English Wikipedia category membership,CC BY-SA 4.0
Strip! Strip! Hooray!!!,,British International Pictures Studios,Category:Films shot at British International Pictures Studios,,,https://en.wikipedia.org/wiki/Strip%21_Strip%21_Hooray%21%21%21,,,English Wikipedia category membership,CC BY-SA 4.0
Stuffed (film),,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/Stuffed_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Stuntnuts: The Movie,,Hampshire,Category:Films shot in Hampshire,,,https://en.wikipedia.org/wiki/Stuntnuts%3A_The_Movie,,,English Wikipedia category membership,CC BY-SA 4.0
Submarine (2010 film),2010,Swansea,Category:Films shot in Swansea,,,https://en.wikipedia.org/wiki/Submarine_%282010_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Subterfuge (1968 film),1968,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Subterfuge_%281968_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Subway in the Sky,,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Subway_in_the_Sky,,,English Wikipedia category membership,CC BY-SA 4.0
Succession (TV series),,England,Category:Television shows shot in England,,,https://en.wikipedia.org/wiki/Succession_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Succession (TV series),,Scotland,Category:Television shows shot in Scotland,,,https://en.wikipedia.org/wiki/Succession_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0
Such Brave Girls,,Liverpool,Category:Television shows shot in Liverpool,,,https://en.wikipedia.org/wiki/Such_Brave_Girls,,,English Wikipedia category membership,CC BY-SA 4.0
Such Is Life (1936 film),1936,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/Such_Is_Life_%281936_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Such Is the Law,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Such_Is_the_Law,,,English Wikipedia category membership,CC BY-SA 4.0
"Suddenly, Last Summer (film)",,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Suddenly%2C_Last_Summer_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Suffragette (film),,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/Suffragette_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Suffragette (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Suffragette_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Suhaag (1979 film),1979,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Suhaag_%281979_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Summer Holiday (1963 film),1963,Associated British Studios,Category:Films shot at Associated British Studios,,,https://en.wikipedia.org/wiki/Summer_Holiday_%281963_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Summer Lightning (film),,"Imperial Studios, Elstree","Category:Films shot at Imperial Studios, Elstree",,,https://en.wikipedia.org/wiki/Summer_Lightning_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Summer Rain (2006 film),2006,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Summer_Rain_%282006_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Summer Solstice (2005 film),2005,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Summer_Solstice_%282005_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
"Summer Wishes, Winter Dreams",,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Summer_Wishes%2C_Winter_Dreams,,,English Wikipedia category membership,CC BY-SA 4.0
Summer in February,,Cornwall,Category:Films shot in Cornwall,,,https://en.wikipedia.org/wiki/Summer_in_February,,,English Wikipedia category membership,CC BY-SA 4.0
Summer in the Suburbs,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/Summer_in_the_Suburbs,,,English Wikipedia category membership,CC BY-SA 4.0
Summerland (2020 film),2020,East Sussex,Category:Films shot in East Sussex,,,https://en.wikipedia.org/wiki/Summerland_%282020_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Summerwater,,Scotland,Category:Television shows shot in Scotland,,,https://en.wikipedia.org/wiki/Summerwater,,,English Wikipedia category membership,CC BY-SA 4.0
Sunday Bloody Sunday (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Sunday_Bloody_Sunday_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sunny Dancer,,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Sunny_Dancer,,,English Wikipedia category membership,CC BY-SA 4.0
Sunrise (2024 film),2024,Northern Ireland,Category:Films shot in Northern Ireland,,,https://en.wikipedia.org/wiki/Sunrise_%282024_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sunset in Vienna,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Sunset_in_Vienna,,,English Wikipedia category membership,CC BY-SA 4.0
Sunshine (2007 film),2007,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Sunshine_%282007_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Sunshine Ahead,,Cricklewood Studios,Category:Films shot at Cricklewood Studios,,,https://en.wikipedia.org/wiki/Sunshine_Ahead,,,English Wikipedia category membership,CC BY-SA 4.0
Sunshine on Leith (film),,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/Sunshine_on_Leith_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Supacell,,London,Category:Television shows shot in London,,,https://en.wikipedia.org/wiki/Supacell,,,English Wikipedia category membership,CC BY-SA 4.0
Super Bitch,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Super_Bitch,,,English Wikipedia category membership,CC BY-SA 4.0
SuperBob,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/SuperBob,,,English Wikipedia category membership,CC BY-SA 4.0
Supergirl (1984 film),1984,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Supergirl_%281984_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Supergirl (2026 film),2026,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/Supergirl_%282026_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Supergirl (2026 film),2026,Scotland,Category:Films shot in Scotland,,,https://en.wikipedia.org/wiki/Supergirl_%282026_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Supergirl (2026 film),2026,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/Supergirl_%282026_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Superman (1978 film),1978,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Superman_%281978_film%29,,,English Wikipedia category membership,CC BY-SA 4.0
Superman II,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Superman_II,,,English Wikipedia category membership,CC BY-SA 4.0
Superman II: The Richard Donner Cut,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Superman_II%3A_The_Richard_Donner_Cut,,,English Wikipedia category membership,CC BY-SA 4.0
Superman III,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Superman_III,,,English Wikipedia category membership,CC BY-SA 4.0
Superman III,,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/Superman_III,,,English Wikipedia category membership,CC BY-SA 4.0
Superman III,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/Superman_III,,,English Wikipedia category membership,CC BY-SA 4.0
Superman IV: The Quest for Peace,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/Superman_IV%3A_The_Quest_for_Peace,,,English Wikipedia category membership,CC BY-SA 4.0
Superman IV: The Quest for Peace,,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/Superman_IV%3A_The_Quest_for_Peace,,,English Wikipedia category membership,CC BY-SA 4.0
